hierarchyId	pCFID	name	verb	object	filePath
8.5.2.4	20797	Define IT solution lifecycle	Define	IT Solution Lifecycle	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.2-ManageServiceSolutionLifecyclePlanning/20797-DefineItSolutionLifecycle.mdx
8.5.2.5	20798	Develop IT service/solution "sunset" plans	Develop	IT Service/solution "sunset" Plans	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.2-ManageServiceSolutionLifecyclePlanning/20798-DevelopItServiceSolutionSunsetPlans.mdx
8.5.3	20799	Develop and manage service/solution architecture	Develop	And Manage Service/solution Architecture	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/index.mdx
8.5.3.1	20800	Assess IT application and infrastructure architecture constraints	Assess	IT Application And Infrastructure Architecture Constraints	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20800-AssessItApplicationAndInfrastructureArchitectureConstraints.mdx
8.5.3.2	20801	Assess business constraints on IT service/solution	Assess	Business Constraints On IT Service/solution	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20801-AssessBusinessConstraintsOnItServiceSolution.mdx
8.5.3.3	20802	Determine IT component integration requirements	Determine	IT Component Integration Requirements	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20802-DetermineItComponentIntegrationRequirements.mdx
8.5.3.4	20803	Identify opportunities for IT component reuse	Identify	Opportunities For IT Component Reuse	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20803-IdentifyOpportunitiesForItComponentReuse.mdx
8.5.3.5	20804	Promote adoption of existing service/solution architecture	Promote	Adoption Of Existing Service/solution Architecture	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20804-PromoteAdoptionOfExistingServiceSolutionArchitecture.mdx
8.5.3.6	20805	Develop and maintain service/solution architectures	Develop	And Maintain Service/solution Architectures	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20805-DevelopAndMaintainServiceSolutionArchitectures.mdx
8.5.3.7	20806	Assess IT service/solution architecture conformance	Assess	IT Service/solution Architecture Conformance	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20806-AssessItServiceSolutionArchitectureConformance.mdx
8.5.3.8	20807	Manage architectural exceptions	Manage	Architectural Exceptions	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.3-DevelopAndManageServiceSolutionArchitecture/20807-ManageArchitecturalExceptions.mdx
8.5.4	20808	Execute IT service/solution creation and testing	Execute	IT Service/solution Creation And Testing	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/index.mdx
8.5.4.1	20809	Execute IT service/solution development lifecycle	Execute	IT Service/solution Development Lifecycle	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/index.mdx
8.5.4.1.1	20810	Assess and validate IT service/solution requirements	Assess	And Validate IT Service/solution Requirements	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20810-AssessAndValidateItServiceSolutionRequirements.mdx
8.5.4.1.2	20811	Create service/solution design	Create	Service/solution Design	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20811-CreateServiceSolutionDesign.mdx
8.5.4.1.3	20812	Build and test IT service/solution components	Build	And Test IT Service/solution Components	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20812-BuildAndTestItServiceSolutionComponents.mdx
8.5.4.1.4	20813	Integrate IT components and services	Integrate	IT Components And Services	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20813-IntegrateItComponentsAndServices.mdx
8.5.4.1.5	20814	Execute IT service/solution validation	Execute	IT Service/solution Validation	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20814-ExecuteItServiceSolutionValidation.mdx
8.5.4.1.6	20815	Bundle service/solution deployment packaging	Bundle	Service/solution Deployment Packaging	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20815-BundleServiceSolutionDeploymentPackaging.mdx
8.5.4.1.7	20816	Manage service/solution process exceptions	Manage	Service/solution Process Exceptions	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.4-ExecuteItServiceSolutionCreationAndTesting/8.5.4.1-ExecuteItServiceSolutionDevelopmentLifecycle/20816-ManageServiceSolutionProcessExceptions.mdx
8.5.5	20817	Perform service/solution maintenance and testing	Perform	Service/solution Maintenance And Testing	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/index.mdx
8.5.5.1	20818	Execute IT service/solution maintenance lifecycle	Execute	IT Service/solution Maintenance Lifecycle	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/index.mdx
8.5.5.1.1	20819	Assess IT remediation	Assess	IT Remediation	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/20819-AssessItRemediation.mdx
8.5.5.1.2	20820	Modify service/solution design	Modify	Service/solution Design	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/20820-ModifyServiceSolutionDesign.mdx
8.5.5.1.3	20821	Perform IT service/solution remediation	Perform	IT Service/solution Remediation	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/20821-PerformItServiceSolutionRemediation.mdx
8.5.5.1.4	20822	Manage service/solution operations	Manage	Service/solution Operations	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/20822-ManageServiceSolutionOperations.mdx
8.5.5.1.5	20823	Prepare fixed/enhanced service/solution packaging	Prepare	Fixed/enhanced Service/solution Packaging	08-ManageInformationTechnologyIt/8.5-DevelopAndManageServicesSolutions/8.5.5-PerformServiceSolutionMaintenanceAndTesting/8.5.5.1-ExecuteItServiceSolutionMaintenanceLifecycle/20823-PrepareFixedEnhancedServiceSolutionPackaging.mdx
8.6	20824	Deploy services/solutions	Deploy	Services/solutions	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/index.mdx
8.6.1	20825	Develop and manage service/solution deployment strategy	Develop	And Manage Service/solution Deployment Strategy	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/index.mdx
8.6.1.1	20826	Assess IT deployment business impact	Assess	IT Deployment Business Impact	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20826-AssessItDeploymentBusinessImpact.mdx
8.6.1.2	20827	Establish IT deployment policies	Establish	IT Deployment Policies	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20827-EstablishItDeploymentPolicies.mdx
8.6.1.3	20828	Define and create deployment procedure workflow	Define	And Create Deployment Procedure Workflow	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20828-DefineAndCreateDeploymentProcedureWorkflow.mdx
8.6.1.4	20829	Define IT change/release standards	Define	IT Change/release Standards	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20829-DefineItChangeReleaseStandards.mdx
8.6.1.5	20830	Assign deployment approval responsibilities	Assign	Deployment Approval Responsibilities	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20830-AssignDeploymentApprovalResponsibilities.mdx
8.6.1.6	20831	Analyze deployments outcomes	Analyze	Deployments Outcomes	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.1-DevelopAndManageServiceSolutionDeploymentStrategy/20831-AnalyzeDeploymentsOutcomes.mdx
8.6.2	20832	Plan service and solution implementation	Plan	Service And Solution Implementation	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/index.mdx
8.6.2.1	20833	Assess IT deployment risk	Assess	IT Deployment Risk	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20833-AssessItDeploymentRisk.mdx
8.6.2.2	20834	Define implementation schedule and roll-out sequence	Define	Implementation Schedule And Roll-out Sequence	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20834-DefineImplementationScheduleAndRollOutSequence.mdx
8.6.2.3	20835	Determine implementation requirements	Determine	Implementation Requirements	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20835-DetermineImplementationRequirements.mdx
8.6.2.4	20836	Plan and align user testing and resources	Plan	And Align User Testing And Resources	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20836-PlanAndAlignUserTestingAndResources.mdx
8.6.2.5	20837	Develop IT training	Develop	IT Training	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20837-DevelopItTraining.mdx
8.6.2.6	20838	Create implementation communications	Create	Implementation Communications	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20838-CreateImplementationCommunications.mdx
8.6.2.7	20839	Manage IT roll-back procedures	Manage	IT Roll-back Procedures	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.2-PlanServiceAndSolutionImplementation/20839-ManageItRollBackProcedures.mdx
8.6.3	20840	Manage change deployment control	Manage	Change Deployment Control	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/index.mdx
8.6.3.1	20841	Asses IT change/release impact	Asses	IT Change/release Impact	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20841-AssesItChangeReleaseImpact.mdx
8.6.3.2	20842	Confirm change/release compliance	Confirm	Change/release Compliance	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20842-ConfirmChangeReleaseCompliance.mdx
8.6.3.3	20843	Assess IT change/release risk	Assess	IT Change/release Risk	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20843-AssessItChangeReleaseRisk.mdx
8.6.3.4	20844	Consolidate IT change	Consolidate	IT Change	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20844-ConsolidateItChange.mdx
8.6.3.5	20845	Create and communicate deployment schedule	Create	And Communicate Deployment Schedule	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20845-CreateAndCommunicateDeploymentSchedule.mdx
8.6.3.6	20846	Approve change/release deployment	Approve	Change/release Deployment	08-ManageInformationTechnologyIt/8.6-DeployServicesSolutions/8.6.3-ManageChangeDeploymentControl/20846-ApproveChangeReleaseDeployment.mdx
