hierarchyId	pCFID	name	verb	object	filePath
9.7.1	10758	Manage treasury policies and procedures	Manage	Treasury Policies And Procedures	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/index.mdx
9.7.1.1	10885	Establish scope and governance of treasury operations	Establish	Scope And Governance Of Treasury Operations	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10885-EstablishScopeAndGovernanceOfTreasuryOperations.mdx
9.7.1.2	10886	Establish and publish treasury policies	Establish	And Publish Treasury Policies	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10886-EstablishAndPublishTreasuryPolicies.mdx
9.7.1.3	10887	Develop treasury procedures	Develop	Treasury Procedures	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10887-DevelopTreasuryProcedures.mdx
9.7.1.4	10888	Monitor treasury procedures	Monitor	Treasury Procedures	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10888-MonitorTreasuryProcedures.mdx
9.7.1.5	10889	Audit treasury procedures	Audit	Treasury Procedures	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10889-AuditTreasuryProcedures.mdx
9.7.1.6	10890	Revise treasury procedures	Revise	Treasury Procedures	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10890-ReviseTreasuryProcedures.mdx
9.7.1.7	10891	Develop and confirm internal controls for treasury	Develop	And Confirm Internal Controls For Treasury	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10891-DevelopAndConfirmInternalControlsForTreasury.mdx
9.7.1.8	10892	Define system security requirements	Define	System Security Requirements	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.1-ManageTreasuryPoliciesAndProcedures/10892-DefineSystemSecurityRequirements.mdx
9.7.2	11632	Create internal funding program	Create	Internal Funding Program	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/index.mdx
9.7.2.1	11633	Understand the organization's growth objectives	Understand	Organization's Growth Objectives	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11633-UnderstandTheOrganizationSGrowthObjectives.mdx
9.7.2.2	11634	Review organization's capital needs/budgets	Review	Organization's Capital Needs/budgets	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11634-ReviewOrganizationSCapitalNeedsBudgets.mdx
9.7.2.3	11635	Determine sources and uses of capital	Determine	Sources And Uses Of Capital	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11635-DetermineSourcesAndUsesOfCapital.mdx
9.7.2.4	11636	Create alternative financing programs	Create	Alternative Financing Programs	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11636-CreateAlternativeFinancingPrograms.mdx
9.7.2.5	11637	Evaluate alternative financing programs	Evaluate	Alternative Financing Programs	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11637-EvaluateAlternativeFinancingPrograms.mdx
9.7.2.6	11638	Finalize financing program	Finalize	Financing Program	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11638-FinalizeFinancingProgram.mdx
9.7.2.7	11639	Adjust financing program	Adjust	Financing Program	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.2-CreateInternalFundingProgram/11639-AdjustFinancingProgram.mdx
9.7.3	10759	Manage cash	Manage	Cash	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/index.mdx
9.7.3.1	10893	Manage and reconcile cash positions	Manage	And Reconcile Cash Positions	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10893-ManageAndReconcileCashPositions.mdx
9.7.3.2	10894	Manage cash equivalents	Manage	Cash Equivalents	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10894-ManageCashEquivalents.mdx
9.7.3.3	10895	Process and oversee electronic fund transfers (EFTs)	Process	And Oversee Electronic Fund Transfers (EFTs)	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10895-ProcessAndOverseeElectronicFundTransfersEfts.mdx
9.7.3.4	10896	Develop cash flow forecasts	Develop	Cash Flow Forecasts	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10896-DevelopCashFlowForecasts.mdx
9.7.3.5	10897	Manage cash flows	Manage	Cash Flows	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10897-ManageCashFlows.mdx
9.7.3.6	10898	Produce cash management accounting transactions and reports	Produce	Cash Management Accounting Transactions And Reports	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10898-ProduceCashManagementAccountingTransactionsAndReports.mdx
9.7.3.7	10899	Manage and oversee banking relationships	Manage	And Oversee Banking Relationships	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10899-ManageAndOverseeBankingRelationships.mdx
9.7.3.8	10900	Analyze, negotiate, resolve, and confirm bank fees	Analyze,	Negotiate, Resolve, And Confirm Bank Fees	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.3-ManageCash/10900-AnalyzeNegotiateResolveAndConfirmBankFees.mdx
9.7.4	10760	Manage in-house bank accounts	Manage	In-house Bank Accounts	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/index.mdx
9.7.4.1	10901	Manage in-house bank accounts for subsidiaries	Manage	In-house Bank Accounts For Subsidiaries	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/10901-ManageInHouseBankAccountsForSubsidiaries.mdx
9.7.4.2	10902	Manage and facilitate inter-company borrowing transactions	Manage	And Facilitate Inter-company Borrowing Transactions	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/10902-ManageAndFacilitateInterCompanyBorrowingTransactions.mdx
9.7.4.3	10903	Manage centralized outgoing payments on behalf of subsidiaries	Manage	Centralized Outgoing Payments On Behalf Of Subsidiaries	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/10903-ManageCentralizedOutgoingPaymentsOnBehalfOfSubsidiaries.mdx
9.7.4.4	10904	Manage central incoming payments on behalf of subsidiaries	Manage	Central Incoming Payments On Behalf Of Subsidiaries	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/10904-ManageCentralIncomingPaymentsOnBehalfOfSubsidiaries.mdx
9.7.4.5	10905	Manage internal payments and netting transactions	Manage	Internal Payments And Netting Transactions	09-ManageFinancialResources/9.7-ManageTreasuryOperations/9.7.4-ManageInHouseBankAccounts/10905-ManageInternalPaymentsAndNettingTransactions.mdx
