hierarchyId	pCFID	name	verb	object	filePath
9.1.4.3	10784	Perform life cycle costing	Perform	Life Cycle Costing	09-ManageFinancialResources/9.1-PerformPlanningAndManagementAccounting/9.1.4-EvaluateAndManageFinancialPerformance/10784-PerformLifeCycleCosting.mdx
9.1.4.4	10785	Optimize customer and product mix	Optimize	Customer And Product Mix	09-ManageFinancialResources/9.1-PerformPlanningAndManagementAccounting/9.1.4-EvaluateAndManageFinancialPerformance/10785-OptimizeCustomerAndProductMix.mdx
9.1.4.5	10786	Track performance of new-customer and product strategies	Track	Performance Of New-customer And Product Strategies	09-ManageFinancialResources/9.1-PerformPlanningAndManagementAccounting/9.1.4-EvaluateAndManageFinancialPerformance/10786-TrackPerformanceOfNewCustomerAndProductStrategies.mdx
9.1.4.6	10787	Prepare activity-based performance measures	Prepare	Activity-based Performance Measures	09-ManageFinancialResources/9.1-PerformPlanningAndManagementAccounting/9.1.4-EvaluateAndManageFinancialPerformance/10787-PrepareActivityBasedPerformanceMeasures.mdx
9.1.4.7	10788	Manage continuous cost improvement	Manage	Continuous Cost Improvement	09-ManageFinancialResources/9.1-PerformPlanningAndManagementAccounting/9.1.4-EvaluateAndManageFinancialPerformance/10788-ManageContinuousCostImprovement.mdx
9.2	10729	Perform revenue accounting	Perform	Revenue Accounting	09-ManageFinancialResources/9.2-PerformRevenueAccounting/index.mdx
9.2.1	10742	Process customer credit	Process	Customer Credit	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/index.mdx
9.2.1.1	10789	Establish credit policies	Establish	Credit Policies	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/10789-EstablishCreditPolicies.mdx
9.2.1.2	10790	Analyze/Approve new account applications	Analyze/Approve	New Account Applications	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/10790-AnalyzeApproveNewAccountApplications.mdx
9.2.1.3	14187	Analyze credit scoring history	Analyze	Credit Scoring History	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/14187-AnalyzeCreditScoringHistory.mdx
9.2.1.4	14188	Forecast credit scoring requirement	Forecast	Credit Scoring Requirement	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/14188-ForecastCreditScoringRequirement.mdx
9.2.1.5	10791	Review existing accounts	Review	Existing Accounts	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/10791-ReviewExistingAccounts.mdx
9.2.1.6	10792	Produce credit/collection reports	Produce	Credit/collection Reports	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/10792-ProduceCreditCollectionReports.mdx
9.2.1.7	10793	Reinstate or suspend accounts based on credit policies	Reinstate	Or Suspend Accounts Based On Credit Policies	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.1-ProcessCustomerCredit/10793-ReinstateOrSuspendAccountsBasedOnCreditPolicies.mdx
9.2.2	10743	Invoice customer	Invoice	Customer	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.2-InvoiceCustomer/index.mdx
9.2.2.1	10794	Maintain customer/product master files	Maintain	Customer/product Master Files	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.2-InvoiceCustomer/10794-MaintainCustomerProductMasterFiles.mdx
9.2.2.2	10795	Generate customer billing data	Generate	Customer Billing Data	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.2-InvoiceCustomer/10795-GenerateCustomerBillingData.mdx
9.2.2.3	10796	Transmit billing data to customers	Transmit	Billing Data To Customers	09-ManageFinancialResources/9.2-PerformRevenueAccounting/9.2.2-InvoiceCustomer/10796-TransmitBillingDataToCustomers.mdx
